uf;municipio;lavoura_aptidao_boa;lavoura_aptidao_regular;lavoura_aptidao_restrita;pastagem_plantada;silvicultura_ou_pastagem_natural;preservacao_fauna_flora;fonte
MG;ONCA DE PITANGUI;26000.00;20500.00;18000.00;17900.00;13300.00;9000.00;2
MG;ORATORIOS;30000.00;12590.30;7949.83;11849.13;7398.00;5443.57;2
MG;ORIZANIA;23746.31;20184.37;15435.10;17809.74;14247.77;14247.77;2
MG;OURO FINO;44000.00;34000.00;20000.00;33000.00;25000.00;11000.00;2
MG;OURO PRETO;28500.39;20714.50;16695.27;16076.92;15458.58;13912.72;1
MG;OURO VERDE DE MINAS;7858.62;7297.29;4632.12;7041.85;45888.65;3271.74;2
MG;PADRE CARVALHO;4000.00;3500.00;2750.00;2700.00;4000.00;2000.00;2
MG;PADRE PARAISO;4032.00;2195.00;1754.00;2195.00;1754.00;1460.00;2
MG;PAINEIRAS;8133.00;6191.92;4294.22;6885.94;4793.05;3151.20;2
MG;PAINS;27090.00;27000.00;26845.00;26615.00;26500.00;23575.00;1
MG;PAI PEDRO;4350.00;3307.00;2490.00;3080.00;1757.00;1447.00;2
MG;PAIVA;13200.00;9500.00;8000.00;6300.00;5500.00;5500.00;2
MG;PALMA;15117.70;12511.20;10008.96;11677.12;9383.40;7819.50;2
MG;PALMOPOLIS;3000.00;2750.00;2500.00;4000.00;3600.00;5000.00;2
MG;PAPAGAIOS;16609.60;12477.96;6730.00;11232.24;9965.76;6986.41;2
MG;PARA DE MINAS;29200.00;22900.00;16100.00;16100.00;12000.00;7800.00;2
MG;PARACATU;21867.40;17007.98;14578.27;10933.70;9232.90;7046.16;1
MG;PARAGUACU;82600.00;66000.00;47200.00;62000.00;44200.00;18500.00;2
MG;PARAISOPOLIS;41184.00;33407.00;25055.00;32697.00;22807.00;19006.00;2
MG;PARAOPEBA;10000.00;7700.00;5000.00;3500.00;2800.00;1700.00;2
MG;PASSABEM;14400.00;13200.00;12000.00;11600.00;9800.00;8600.00;2
MG;PASSA QUATRO;14000.00;11000.00;10000.00;10500.00;9000.00;5500.00;2
MG;PASSA TEMPO;20000.00;18000.00;16000.00;16000.00;12000.00;11000.00;2
MG;PASSA VINTE;6800.00;5200.00;4000.00;4500.00;2800.00;2500.00;2
MG;PASSOS;38436.09;31630.52;26603.88;19464.94;9988.96;6757.24;1
MG;PATIS;1700.00;1400.00;1000.00;800.00;750.00;450.00;2
MG;PATOS DE MINAS;31000.00;20000.00;15000.00;11000.00;7000.00;4500.00;1
MG;PATROCINIO;39000.00;19000.00;10500.00;10500.00;5250.00;3150.00;2
MG;PATROCINIO DO MURIAE;16528.93;14049.59;11570.25;10557.63;9545.00;8300.00;2
MG;PAULA CANDIDO;25000.00;21900.00;12500.00;17250.00;14400.00;7300.00;2
MG;PAULISTAS;9277.00;8349.00;7421.00;7885.00;5566.00;3711.00;2
MG;PAVAO;5068.00;4250.49;3639.55;5068.00;2911.63;2564.00;2
MG;PECANHA;9700.00;8700.00;3700.00;9700.00;9700.00;5700.00;2
MG;PEDRA AZUL;4640.00;3090.00;1850.00;1300.00;780.00;700.00;2
MG;PEDRA BONITA;29539.28;23341.18;17950.00;20342.08;12699.60;10165.31;2
MG;PEDRA DO ANTA;18000.00;15000.00;13000.00;17000.00;15500.00;12000.00;2
MG;PEDRA DO INDAIA;19550.00;14950.00;7700.00;11325.00;8800.00;5400.00;2
MG;PEDRA DOURADA;20000.00;17000.00;15000.00;15000.00;12000.00;8000.00;2
MG;PEDRAS DE MARIA DA CRUZ;7000.00;5500.00;3000.00;5000.00;3000.00;2500.00;2
MG;PEDRINOPOLIS;40000.00;35000.00;30000.00;25000.00;20000.00;10000.00;2
MG;PEDRO LEOPOLDO;41412.00;33882.98;26353.44;26353.44;22588.66;11294.31;2
MG;PEDRO TEIXEIRA;5483.00;4387.00;3837.00;4387.00;3837.00;3289.00;2
MG;PEQUERI;16874.00;12468.00;9206.00;12468.00;8832.00;7273.00;2
MG;PEQUI;15228.00;14100.00;9025.00;19176.00;7332.00;6768.00;2
MG;PERDIGAO;10263.35;8579.09;5631.67;20102.29;10263.35;9330.32;2
MG;PERDIZES;60330.00;44857.00;39154.00;31155.00;9330.00;5608.00;2
MG;PERDOES;13860.00;9240.00;6930.00;13860.00;9240.00;6930.00;2
MG;PERIQUITO;11180.00;10080.00;8925.00;7830.00;6720.00;4460.00;2
MG;PESCADOR;8100.00;7100.00;5900.00;7000.00;3300.00;2900.00;2
MG;PIAU;12500.00;9700.00;7500.00;9700.00;8000.00;8400.00;2
MG;PIEDADE DE CARATINGA;64882.12;50726.02;35390.25;41288.62;28312.20;39322.50;2
MG;PIEDADE DE PONTE NOVA;19893.44;15276.94;10000.00;16500.00;8000.00;8000.00;2
MG;PIEDADE DO RIO GRANDE;6322.00;4634.00;2943.00;4251.00;2808.00;982.00;2
MG;PIEDADE DOS GERAIS;65006.11;57854.91;50704.76;32581.25;28996.79;25413.37;2
MG;PIMENTA;29000.00;18700.00;9400.00;12500.00;6000.00;5000.00;1
MG;PINTOPOLIS;3500.00;2000.00;1400.00;1400.00;900.00;750.00;2
MG;PIRACEMA;21195.00;17077.00;14124.00;14253.00;12326.00;12070.00;2
MG;PIRAJUBA;80583.91;67152.48;53722.38;40291.62;33576.57;26861.52;1
MG;PIRANGA;17000.00;12500.00;9000.00;14000.00;11000.00;5000.00;2
MG;PIRANGUCU;65000.00;50000.00;25000.00;23000.00;19000.00;12500.00;2
MG;PIRANGUINHO;36334.00;28288.00;22838.00;20762.00;15086.00;10900.00;2
MG;PIRAPETINGA;15000.00;10000.00;9000.00;15000.00;10000.00;9000.00;2
MG;PIRAPORA;8900.00;6200.00;5600.00;5200.00;2800.00;2500.00;2
MG;PIRAUBA;10375.45;7330.15;4986.00;7330.15;4745.00;3948.00;2
MG;PITANGUI;27324.00;24045.00;21859.00;18580.00;14680.00;10929.00;2
MG;PIUMHI;21000.00;16000.00;11000.00;12800.00;7350.00;8400.00;2
MG;PLANURA;55000.00;55000.00;55000.00;55000.00;55000.00;55000.00;2
MG;POCO FUNDO;114000.00;88000.00;62000.00;41000.00;21000.00;14000.00;2
MG;POCOS DE CALDAS;17650.00;15123.00;13960.00;14365.00;11633.00;9306.00;2
MG;POCRANE;20661.15;15608.03;9820.78;8768.56;7365.59;5085.76;2
MG;POMPEU;10815.00;8652.00;6489.00;8652.00;6489.00;3090.00;2
MG;PONTE NOVA;20000.00;11000.00;6000.00;10000.00;5000.00;3600.00;2
MG;PONTO CHIQUE;3000.00;2000.00;1200.00;1000.00;900.00;700.00;2
MG;PONTO DOS VOLANTES;1800.00;1350.00;1000.00;1600.00;1200.00;800.00;2
MG;PORTEIRINHA;5200.00;3900.00;3200.00;4000.00;2300.00;1900.00;2
MG;PORTO FIRME;22091.87;16010.79;12772.45;17127.02;12075.09;14348.08;2
MG;POTE;6500.00;5500.00;5000.00;6000.00;5000.00;4500.00;1
MG;POUSO ALEGRE;60992.00;47956.00;13032.00;57343.00;23979.00;20852.00;2
MG;POUSO ALTO;5604.56;5082.28;4548.82;4211.81;3828.48;3481.89;2
MG;PRADOS;13073.51;10535.48;8716.50;8816.95;7194.97;5141.41;2
MG;PRATA;28576.80;26082.00;18630.00;18630.00;18630.00;18630.00;2
MG;PRATAPOLIS;23673.58;19728.08;13810.00;11840.26;8287.63;3621.94;2
MG;PRATINHA;10746.08;9979.43;8188.25;7018.50;4968.60;3549.00;2
MG;PRESIDENTE BERNARDES;15000.00;10000.00;8000.00;12000.00;8000.00;5000.00;2
MG;PRESIDENTE JUSCELINO;3666.84;2933.48;2200.11;3666.84;2200.11;733.37;2
MG;PRESIDENTE KUBITSCHEK;7000.00;5800.00;3500.00;7000.00;3000.00;3500.00;2
MG;PRESIDENTE OLEGARIO;15975.14;14900.38;11981.36;8785.59;4792.54;1948.19;1
MG;ALTO JEQUITIBA;35616.00;30528.00;15264.00;15264.00;10176.00;10176.00;2
MG;PRUDENTE DE MORAIS;30000.00;25000.00;20000.00;22000.00;20000.00;12000.00;2
MG;QUARTEL GERAL;6671.77;5237.65;3928.24;5736.48;4052.95;3242.36;2
MG;QUELUZITO;31950.00;22038.00;17050.00;22525.00;16200.00;12100.00;2
MG;RAUL SOARES;12042.00;8429.42;6984.38;9031.00;7225.22;6021.01;2
MG;RECREIO;12411.00;9308.25;8688.75;10319.40;8067.15;6826.05;2
MG;REDUTO;40979.92;34149.32;27319.95;34149.32;27319.95;14868.00;2
MG;RESENDE COSTA;7720.67;6948.61;6176.54;5404.47;4632.41;3860.33;2
MG;RESPLENDOR;15680.94;13067.45;11760.70;10976.40;10453.96;3921.50;2
MG;RESSAQUINHA;21840.49;13104.29;12012.27;13104.27;8736.19;8736.19;2
MG;RIACHINHO;7500.00;5950.00;4460.00;3000.00;1823.00;1500.00;2
MG;RIACHO DOS MACHADOS;4500.00;3599.00;2699.00;4500.00;2500.00;1500.00;2
MG;RIBEIRAO DAS NEVES;93787.69;84408.90;75029.35;65651.37;56272.62;46893.85;2
MG;RIO ACIMA;28111.44;22529.59;19181.39;20601.74;17455.89;17103.21;2
MG;RIO CASCA;20000.00;13500.00;10000.00;10000.00;7000.00;7000.00;2
MG;RIO DOCE;9000.00;8000.00;7000.00;7000.00;6000.00;4000.00;2
MG;RIO DO PRADO;3000.00;2500.00;2100.00;2500.00;2000.00;1600.00;2
MG;RIO ESPERA;13500.00;11000.00;8500.00;12000.00;11000.00;6000.00;2
MG;RIO MANSO;27000.00;21000.00;12000.00;36000.00;21000.00;15000.00;2
MG;RIO NOVO;13043.00;9516.00;6028.30;12605.73;7510.65;5929.40;2
MG;RIO PARANAIBA;30200.00;21000.00;17800.00;11800.00;6400.00;3500.00;1
MG;RIO PARDO DE MINAS;5000.00;3000.00;2000.00;3000.00;2500.00;3000.00;2
MG;RIO PIRACICABA;15802.00;13020.00;7838.00;13083.00;13907.00;7838.00;2
MG;RIO POMBA;5730.40;5617.17;4446.92;4914.88;3744.78;3744.78;2
MG;RIO PRETO;10000.00;8000.00;6000.00;6000.00;4000.00;4000.00;2
MG;RIO VERMELHO;10000.00;6700.00;5775.00;10000.00;5775.00;5000.00;2
MG;RITAPOLIS;18840.00;13755.00;9420.00;16015.00;14130.00;8478.00;2
MG;ROCHEDO DE MINAS;16874.00;12468.00;9206.00;12468.00;8832.00;7273.00;2
MG;RODEIRO;37589.10;30071.28;18794.53;30071.28;18794.53;15987.41;2
MG;ROMARIA;50000.00;44000.00;27500.00;24500.00;18000.00;15000.00;2
MG;ROSARIO DA LIMEIRA;22000.00;20000.00;17000.00;20000.00;17000.00;9500.00;2
MG;RUBELITA;5000.00;3000.00;2000.00;4500.00;3000.00;1500.00;2
MG;RUBIM;5000.00;4750.00;3500.00;6000.00;2500.00;3500.00;2
MG;SABARA;26300.00;20800.00;15700.00;17000.00;12000.00;7000.00;2
MG;SABINOPOLIS;3871.19;2122.57;1067.37;1067.37;1067.37;715.63;2
MG;SACRAMENTO;47836.06;41002.34;34168.61;27334.89;20501.17;8200.47;1
MG;SALINAS;5000.00;3000.00;1000.00;3000.00;2000.00;1000.00;2
MG;SALTO DA DIVISA;2850.00;1980.00;1400.00;3000.00;1450.00;1450.00;2
MG;SANTA BARBARA;26945.31;24012.25;19725.72;18548.28;17685.35;16096.98;2
MG;SANTA BARBARA DO LESTE;61855.60;52890.45;39669.52;39669.52;22720.00;14400.00;2
MG;SANTA BARBARA DO MONTE VERDE;12000.00;10000.00;8000.00;7000.00;4500.00;2400.00;2
MG;SANTA BARBARA DO TUGURIO;13200.00;11200.00;9200.00;10600.00;7800.00;7200.00;2
MG;SANTA CRUZ DE SALINAS;4365.00;2727.00;1662.00;2727.00;1766.00;1351.00;2
MG;SANTA CRUZ DO ESCALVADO;24000.00;19000.00;15000.00;19000.00;16000.00;15000.00;2
MG;SANTA EFIGENIA DE MINAS;7249.95;6524.98;5799.94;5066.00;5783.34;4649.39;2
MG;SANTA FE DE MINAS;3250.00;2431.00;2000.00;1900.00;1500.00;1200.00;2
MG;SANTA HELENA DE MINAS;9000.00;7500.00;6000.00;5000.00;4000.00;3000.00;2
MG;SANTA JULIANA;43200.58;40608.54;38172.03;32446.23;25956.98;9675.23;1
MG;SANTA LUZIA;26500.00;21000.00;11000.00;10000.00;8000.00;7000.00;2
MG;SANTA MARGARIDA;24659.93;16532.40;13500.04;14926.71;11220.64;9500.35;2
MG;SANTA MARIA DE ITABIRA;14500.00;13000.00;11600.00;10150.00;8700.00;7000.00;2
MG;SANTA MARIA DO SALTO;6715.00;5682.00;4649.00;5391.00;4201.00;4690.00;2
MG;SANTA MARIA DO SUACUI;8834.08;7058.00;4124.20;6785.15;5480.41;5480.41;2
MG;SANTANA DA VARGEM;45000.00;30600.00;18000.00;22000.00;15000.00;9000.00;2
MG;SANTANA DE CATAGUASES;19216.00;12812.00;9609.00;12812.00;9609.00;6407.00;2
MG;SANTANA DE PIRAPAMA;28357.00;20000.00;12429.00;15000.00;8929.00;7500.00;2
MG;SANTANA DO DESERTO;6500.00;5122.00;4849.00;5122.00;4225.00;3445.00;2
MG;SANTANA DO GARAMBEU;6300.00;4425.00;3775.00;5050.00;3850.00;3200.00;2
MG;SANTANA DO JACARE;18000.00;15000.00;11000.00;17000.00;10500.00;7500.00;2
MG;SANTANA DO MANHUACU;21500.00;17000.00;13000.00;15000.00;11200.00;8500.00;2
MG;SANTANA DO PARAISO;29000.00;26100.00;23200.00;20300.00;17400.00;11600.00;2
MG;SANTANA DO RIACHO;19000.00;15500.00;12200.00;8800.00;7200.00;7000.00;2
MG;SANTANA DOS MONTES;20185.00;16450.00;14600.00;20185.00;11385.00;10350.00;2
MG;SANTA RITA DE CALDAS;36053.10;30652.44;24751.32;21029.24;18631.26;14898.75;2
MG;SANTA RITA DE JACUTINGA;8160.00;6350.00;3750.00;8000.00;3750.00;3500.00;2
MG;SANTA RITA DE MINAS;35000.00;31500.00;27720.00;27720.00;12250.00;11500.00;2
MG;SANTA RITA DE IBITIPOCA;15437.00;10803.13;7718.66;10806.13;10034.26;7718.66;2
MG;SANTA RITA DO ITUETO;14500.00;9400.00;6000.00;11000.00;6800.00;6800.00;2
MG;SANTA RITA DO SAPUCAI;15005.00;13577.00;12150.00;12150.00;10007.00;6851.25;2
MG;SANTA ROSA DA SERRA;28187.50;19937.50;13887.50;13887.50;8868.20;4400.00;2
MG;SANTA VITORIA;25836.25;23252.63;23020.10;21869.09;18807.42;17867.05;1
MG;SANTO ANTONIO DO AMPARO;19733.66;17055.52;16773.61;16519.89;16237.98;6258.39;1
MG;SANTO ANTONIO DO AVENTUREIRO;16244.70;11371.29;8122.35;16244.70;9746.82;8122.35;2
MG;SANTO ANTONIO DO GRAMA;22000.00;17600.00;14300.00;16500.00;14300.00;11000.00;2
MG;SANTO ANTONIO DO ITAMBE;15000.00;13500.00;10500.00;9000.00;8500.00;7500.00;2
MG;SANTO ANTONIO DO JACINTO;7810.00;6050.00;4950.00;5500.00;4840.00;7150.00;2
MG;SANTO ANTONIO DO MONTE;10080.00;8500.00;6500.00;8500.00;8500.00;4500.00;2
MG;SANTO ANTONIO DO RETIRO;10000.00;3600.00;2400.00;2000.00;1800.00;900.00;2
MG;SANTO ANTONIO DO RIO ABAIXO;17000.00;15000.00;13000.00;11200.00;9600.00;8000.00;2
MG;SANTO HIPOLITO;6427.84;3882.38;2634.79;6427.84;1976.07;1053.92;2
MG;SANTOS DUMONT;16000.00;11000.00;8000.00;10000.00;8000.00;6000.00;2
MG;SAO BENTO ABADE;47501.52;32760.75;23587.74;42165.75;29484.67;14740.77;2
MG;SAO BRAS DO SUACUI;20000.00;16000.00;12000.00;10000.00;10000.00;6000.00;2
MG;SAO DOMINGOS DAS DORES;48500.00;34500.00;30300.00;28300.00;27600.00;24500.00;2
MG;SAO DOMINGOS DO PRATA;16000.00;13500.00;11000.00;9875.00;6425.00;5830.00;2
MG;SAO FELIX DE MINAS;7000.00;5050.00;4109.00;4841.71;3804.57;2767.00;2
MG;SAO FRANCISCO;1500.00;1150.00;920.00;800.00;630.00;520.00;2
MG;SAO FRANCISCO DE PAULA;22000.00;14850.00;13200.00;12650.00;11000.00;6600.00;2
MG;SAO FRANCISCO DE SALES;20776.00;18912.00;17189.00;15478.00;15391.00;8829.00;2
MG;SAO FRANCISCO DO GLORIA;21000.00;19500.00;18000.00;21000.00;19500.00;18000.00;2
MG;SAO GERALDO;36523.47;27392.60;18261.73;18261.73;14609.38;14609.38;2
MG;SAO GERALDO DA PIEDADE;16322.92;14282.55;8161.46;6121.09;7141.53;6121.09;2
MG;SAO GONCALO DO ABAETE;23800.00;15500.00;7800.00;7800.00;3500.00;2700.00;1
MG;SAO GONCALO DO PARA;18000.00;14000.00;11000.00;13000.00;10000.00;8000.00;2
MG;SAO GONCALO DO RIO ABAIXO;32000.00;25000.00;20000.00;25000.00;20000.00;15000.00;2
MG;SAO GONCALO DO SAPUCAI;46238.85;40300.39;29525.71;29617.78;25962.18;16397.00;2
MG;SAO GOTARDO;40000.00;32000.00;24400.00;19600.00;12700.00;6400.00;2
MG;SAO JOAO BATISTA DO GLORIA;45000.00;40000.00;35000.00;33000.00;26000.00;12000.00;2
MG;SAO JOAO DA LAGOA;5500.00;3200.00;2100.00;2000.00;1400.00;1200.00;2
MG;SAO JOAO DA MATA;34000.00;27600.00;25000.00;26500.00;15000.00;14000.00;2
MG;SAO JOAO DA PONTE;9390.69;6904.92;5247.74;4833.44;3590.56;2761.97;2
MG;SAO JOAO DAS MISSOES;6500.00;5500.00;4000.00;7000.00;4000.00;4000.00;2
MG;SAO JOAO DEL REI;21269.04;15326.22;12094.16;13136.76;10321.74;8549.32;2
MG;SAO JOAO DO MANHUACU;40750.00;35000.00;30000.00;35000.00;30000.00;25000.00;2
MG;SAO JOAO DO ORIENTE;22314.05;20082.64;17851.24;15619.83;13388.43;11157.02;2
MG;SAO JOAO DO PACUI;3200.00;2600.00;2000.00;2500.00;1500.00;1400.00;2
MG;SAO JOAO DO PARAISO;5000.00;4000.00;3500.00;3500.00;3000.00;2500.00;1
MG;SAO JOAO EVANGELISTA;9500.00;7000.00;6000.00;9500.00;7000.00;4500.00;2
MG;SAO JOAO NEPOMUCENO;17783.79;14645.47;10461.05;10072.91;6715.27;3357.64;1
MG;SAO JOAQUIM DE BICAS;115000.00;92000.00;69000.00;92000.00;69000.00;57500.00;2
MG;SAO JOSE DA BARRA;52825.91;33516.62;25369.58;21720.50;13843.30;6921.70;2
MG;SAO JOSE DA SAFIRA;8000.00;7200.00;5760.00;4032.00;3500.00;2000.00;2
MG;SAO JOSE DA VARGINHA;36860.00;29490.00;22116.00;18430.00;14744.00;11058.00;2
MG;SAO JOSE DO DIVINO;12601.69;11188.61;9668.10;12495.79;8759.45;7991.13;2
MG;SAO JOSE DO GOIABAL;23000.00;19000.00;15000.00;14000.00;9000.00;7000.00;2
MG;SAO JOSE DO JACURI;16500.00;11000.00;8000.00;11000.00;7500.00;5500.00;2
MG;SAO JOSE DO MANTIMENTO;15700.00;11800.00;8200.00;15400.00;10800.00;8400.00;2
MG;SAO MIGUEL DO ANTA;21896.16;14925.10;11156.44;14229.60;11180.40;9408.96;2
MG;SAO PEDRO DA UNIAO;75517.49;42181.46;27930.96;32325.15;26817.54;21418.19;2
MG;SAO PEDRO DOS FERROS;19404.00;12127.50;4851.00;12127.50;9702.00;4851.00;2
MG;SAO PEDRO DO SUACUI;14000.00;11000.00;7000.00;10000.00;7000.00;5000.00;2
MG;SAO ROMAO;5000.00;4200.00;3500.00;3000.00;1500.00;1200.00;2
MG;SAO ROQUE DE MINAS;28000.00;18000.00;9500.00;14000.00;11000.00;5000.00;2
MG;SAO SEBASTIAO DA BELA VISTA;52920.00;47880.00;42840.00;42840.00;35280.00;22680.00;2
MG;SAO SEBASTIAO DA VARGEM ALEGRE;28000.00;22000.00;17000.00;24000.00;15500.00;10500.00;2
MG;SAO SEBASTIAO DO ANTA;33700.00;30400.00;24500.00;20800.00;13800.00;6600.00;2
MG;SAO SEBASTIAO DO MARANHAO;7000.00;5800.00;4200.00;6850.00;3500.00;3000.00;2
MG;SAO SEBASTIAO DO OESTE;20000.00;15000.00;12000.00;18000.00;16000.00;7535.00;2
MG;SAO SEBASTIAO DO PARAISO;57396.50;36354.60;27944.00;31018.50;22155.60;19217.00;2
MG;SAO SEBASTIAO DO RIO PRETO;14400.00;13200.00;12000.00;11600.00;9800.00;8600.00;2
MG;SAO SEBASTIAO DO RIO VERDE;14774.10;10248.00;7210.50;7210.50;6650.00;3993.00;2
MG;SAO TIAGO;12220.00;11130.00;8650.00;11360.00;7770.00;5250.00;2
MG;SAO TOMAS DE AQUINO;48409.26;34954.81;29414.79;32184.80;27963.83;20972.87;2
MG;SAO TOME DAS LETRAS;26762.90;21410.32;16057.74;16057.74;16057.74;10705.16;2
MG;SAO VICENTE DE MINAS;10000.00;9000.00;8000.00;9000.00;9000.00;8000.00;2
MG;SAPUCAI-MIRIM;45200.00;30150.00;23500.00;20450.00;18350.00;15600.00;2
MG;SARDOA;20000.00;14500.00;12000.00;14500.00;11000.00;10000.00;2
MG;SARZEDO;300525.82;240422.25;180000.00;210000.00;160000.00;88528.13;2
MG;SETUBINHA;10120.00;7332.00;4510.00;4032.00;3652.00;2905.60;2
MG;SEM-PEIXE;40000.00;20000.00;15000.00;30000.00;15000.00;30000.00;2
MG;SENADOR AMARAL;50000.00;41250.00;31250.00;30000.00;27500.00;26250.00;2
MG;SENADOR CORTES;16874.00;12468.00;9206.00;12468.00;8832.00;7273.00;2
MG;SENADOR FIRMINO;17000.00;13500.00;10000.00;13500.00;10000.00;10000.00;2
MG;SENADOR JOSE BENTO;36225.00;25961.00;15960.00;25323.00;17130.00;9660.00;2
MG;SENADOR MODESTINO GONCALVES;5460.00;3950.00;2000.00;8400.00;5000.00;3800.00;2
MG;SENHORA DE OLIVEIRA;15000.00;12000.00;9000.00;12000.00;10000.00;5000.00;2
MG;SENHORA DO PORTO;4700.00;4230.00;3760.00;3290.00;2820.00;2350.00;2
MG;SENHORA DOS REMEDIOS;9801.38;9280.03;8862.95;9280.03;8862.95;8862.95;2
MG;SERICITA;33094.00;27578.25;19856.34;22062.60;11031.30;8825.04;2
MG;SERITINGA;9846.90;8271.40;6302.00;6892.83;4431.11;3347.95;2
MG;SERRA AZUL DE MINAS;13095.00;10916.00;8101.00;11959.00;6996.00;5182.00;2
MG;SERRA DA SAUDADE;6028.78;4572.04;3636.85;4572.04;1558.65;1246.92;2
MG;SERRANIA;42626.00;31125.00;24442.00;21872.00;16175.00;10597.00;2
MG;SERRANOPOLIS DE MINAS;4200.00;3500.00;2400.00;3500.00;1800.00;1500.00;2
MG;SERRANOS;10224.29;7970.86;7067.14;7060.43;5657.14;4574.29;2
MG;SERRO;11117.09;9342.85;7542.85;9388.74;6584.58;4927.66;2
MG;SETE LAGOAS;19180.00;14700.00;10335.00;10580.00;6320.00;10440.00;2
MG;SILVEIRANIA;10081.51;8994.62;8714.40;8390.63;6651.78;6151.34;2
MG;SIMAO PEREIRA;6500.00;5122.00;4849.00;5122.00;4225.00;3445.00;2
MG;SIMONESIA;27424.77;19557.70;15040.72;16120.55;11923.82;8942.86;2
MG;SOLEDADE DE MINAS;23000.00;16750.00;10000.00;15625.00;10000.00;5500.00;2
MG;TABULEIRO;11579.90;9843.00;8101.03;9264.04;7303.06;8112.22;2
MG;TAIOBEIRAS;5000.00;4000.00;3000.00;3000.00;2000.00;2000.00;2
MG;TAPARUBA;12000.00;10500.00;8500.00;10500.00;9000.00;9000.00;2
MG;TAPIRA;33027.00;21840.00;15981.00;14915.00;11719.00;9000.00;2
MG;TAPIRAI;28000.00;20000.00;16000.00;15000.00;10000.00;7000.00;2
MG;TAQUARACU DE MINAS;33600.00;26880.00;20160.00;26880.00;16800.00;13440.00;2
MG;TARUMIRIM;10080.00;7200.00;6000.00;4800.00;3600.00;2400.00;2
MG;TEIXEIRAS;30000.00;23000.00;18000.00;30000.00;23000.00;18000.00;2
MG;TEOFILO OTONI;8680.21;7812.19;6944.17;6076.15;5208.13;4340.11;1
MG;TIMOTEO;34125.00;28350.00;25200.00;24150.00;22575.00;16800.00;2
MG;TIRADENTES;25000.00;20000.00;15000.00;11500.00;7500.00;7500.00;2
MG;TIROS;31000.00;20000.00;12000.00;8000.00;4000.00;3000.00;2
MG;TOCANTINS;7487.00;6738.00;5990.00;6738.00;4492.00;4309.00;2
MG;TOCOS DO MOJI;47020.00;37620.00;28210.00;37620.00;28210.00;23510.00;1
MG;TOMBOS;15120.00;10584.00;9072.00;10584.00;7560.00;5000.00;2
MG;TRES CORACOES;90000.00;70000.00;60000.00;56000.00;50000.00;20000.00;1
MG;TRES MARIAS;10000.00;8000.00;5000.00;8000.00;6000.00;2000.00;2
MG;TRES PONTAS;44000.00;32000.00;18500.00;32000.00;13000.00;9500.00;2
MG;TUMIRITINGA;18000.00;17851.22;10413.21;17851.22;10413.21;8925.84;2
MG;TUPACIGUARA;22555.67;17998.27;15144.43;20299.89;11649.89;9221.41;2
MG;TURMALINA;9500.00;6000.00;3800.00;8000.00;12000.00;2500.00;2
MG;TURVOLANDIA;44000.00;35000.00;28000.00;44000.00;28000.00;18000.00;2
MG;UBA;19000.00;14000.00;9500.00;14000.00;9500.00;7500.00;2
MG;UBAI;2500.00;1600.00;1100.00;1000.00;900.00;480.00;2
MG;UBAPORANGA;10000.00;8500.00;7000.00;6500.00;5500.00;5500.00;2
MG;UBERABA;21204.33;16293.92;10896.65;9436.07;7912.78;7384.12;1
MG;UBERLANDIA;30881.00;26248.00;19146.00;25631.00;18528.00;16884.00;1
MG;UMBURATIBA;13067.45;11500.00;10100.00;13067.45;9200.00;7500.00;2
MG;UNAI;24472.36;20997.28;18966.07;17864.82;15050.50;10523.11;1
MG;UNIAO DE MINAS;23619.98;21257.98;18895.98;16533.99;14171.99;11809.99;1
MG;URUANA DE MINAS;10884.26;7310.60;4214.70;4823.61;2376.09;1393.78;2
MG;URUCANIA;18079.00;14460.00;10878.00;12092.00;9675.00;6046.00;2
MG;URUCUIA;2796.58;2188.88;1910.43;1707.62;1198.39;863.15;2
MG;VARGEM ALEGRE;17908.00;13576.20;10514.90;9516.65;8518.40;7321.60;2
MG;VARGEM BONITA;25000.00;15000.00;10000.00;12000.00;9000.00;8000.00;2
MG;VARGEM GRANDE DO RIO PARDO;6776.90;4170.40;3127.80;3127.80;3127.80;3500.00;2
MG;VARGINHA;50631.86;42844.67;23366.61;50631.86;42844.67;23366.61;1
MG;VARJAO DE MINAS;18000.00;10000.00;6000.00;4000.00;2000.00;800.00;2
MG;VARZEA DA PALMA;20135.00;10068.00;6292.00;6292.00;5244.00;2622.00;2
MG;VAZANTE;24000.00;17000.00;14000.00;9500.00;7500.00;4000.00;1
MG;VERDELANDIA;7250.00;4550.00;3900.00;2600.00;2340.00;1950.00;2
MG;VEREDINHA;9000.00;6000.00;3500.00;7000.00;5000.00;3000.00;2
MG;VERISSIMO;19684.25;15690.36;12394.89;9878.48;9806.46;7390.54;2
MG;VERMELHO NOVO;29095.00;23920.00;11115.00;12765.00;7935.00;7935.00;2
MG;VESPASIANO;65441.15;58141.97;48004.15;58141.97;41529.95;24917.97;2
MG;VICOSA;46583.53;41925.19;37266.83;32252.26;23291.77;18633.41;2
MG;VIEIRAS;19000.00;15600.00;13000.00;14300.00;11700.00;6500.00;2
MG;MATHIAS LOBATO;4450.00;3950.00;3950.00;3950.00;2750.00;1800.00;2
MG;VIRGEM DA LAPA;4520.00;2630.00;1300.00;3598.00;2125.00;1500.00;1
MG;VIRGINIA;12243.87;10093.34;8466.66;12090.00;4911.10;2374.99;2
MG;VIRGINOPOLIS;24000.00;22000.00;18000.00;16000.00;15000.00;15000.00;2
