cod_ibge;uf;municipio;modulo_fiscal_ha
4320701;RS;SOBRADINHO;20
4320800;RS;SOLEDADE;18
4320859;RS;TABAÍ;18
4320909;RS;TAPEJARA;20
4321006;RS;TAPERA;20
4321105;RS;TAPES;16
4321204;RS;TAQUARA;18
4321303;RS;TAQUARI;18
4321329;RS;TAQUARUÇU DO SUL;20
4321352;RS;TAVARES;25
4321402;RS;TENENTE PORTELA;20
4321436;RS;TERRA DE AREIA;18
4321451;RS;TEUTÔNIA;18
4321469;RS;TIO HUGO;20
4321477;RS;TIRADENTES DO SUL;20
4321493;RS;TOROPI;22
4321501;RS;TORRES;18
4321600;RS;TRAMANDAÍ;18
4321626;RS;TRAVESSEIRO;18
4321634;RS;TRÊS ARROIOS;20
4321667;RS;TRÊS CACHOEIRAS;18
4321709;RS;TRÊS COROAS;18
4321808;RS;TRÊS DE MAIO;20
4321832;RS;TRÊS FORQUILHAS;18
4321857;RS;TRÊS PALMEIRAS;20
4321907;RS;TRÊS PASSOS;20
4321956;RS;TRINDADE DO SUL;20
4322004;RS;TRIUNFO;18
4322103;RS;TUCUNDUVA;20
4322152;RS;TUNAS;18
4322186;RS;TUPANCI DO SUL;20
4322202;RS;TUPANCIRETÃ;35
4322251;RS;TUPANDI;18
4322301;RS;TUPARENDI;20
4322327;RS;TURUÇU;16
4322343;RS;UBIRETAMA;20
4322350;RS;UNIÃO DA SERRA;20
4322376;RS;UNISTALDA;35
4322400;RS;URUGUAIANA;28
4322509;RS;VACARIA;25
4322525;RS;VALE VERDE;14
4322533;RS;VALE DO SOL;20
4322541;RS;VALE REAL;18
4322558;RS;VANINI;20
4322608;RS;VENÂNCIO AIRES;20
4322707;RS;VERA CRUZ;20
4322806;RS;VERANÓPOLIS;12
4322855;RS;VESPASIANO CORREA;18
4322905;RS;VIADUTOS;20
4323002;RS;VIAMÃO;10
4323101;RS;VICENTE DUTRA;20
4323200;RS;VICTOR GRAEFF;20
4323309;RS;VILA FLORES;12
4323358;RS;VILA LÂNGARO;20
4323408;RS;VILA MARIA;20
4323457;RS;VILA NOVA DO SUL;35
4323507;RS;VISTA ALEGRE;20
4323606;RS;VISTA ALEGRE DO PRATA;20
4323705;RS;VISTA GAÚCHA;20
4323754;RS;VITÓRIA DAS MISSÕES;20
4323770;RS;WESTFALIA;18
4323804;RS;XANGRI-LÁ;18
5000203;MS;ÁGUA CLARA;35
5000252;MS;ALCINÓPOLIS;60
5000609;MS;AMAMBAI;45
5000708;MS;ANASTÁCIO;90
5000807;MS;ANAURILÂNDIA;45
5000856;MS;ANGÉLICA;35
5000906;MS;ANTÔNIO JOÃO;45
5001003;MS;APARECIDA DO TABOADO;40
5001102;MS;AQUIDAUANA;90
5001243;MS;ARAL MOREIRA;35
5001508;MS;BANDEIRANTES;40
5001904;MS;BATAGUASSU;45
5002001;MS;BATAYPORÃ;40
5002100;MS;BELA VISTA;50
5002159;MS;BODOQUENA;90
5002209;MS;BONITO;60
5002308;MS;BRASILÂNDIA;35
5002407;MS;CAARAPÓ;40
5002605;MS;CAMAPUÃ;70
5002704;MS;CAMPO GRANDE;15
5002803;MS;CARACOL;50
5002902;MS;CASSILÂNDIA;40
5002951;MS;CHAPADÃO DO SUL;40
5003108;MS;CORGUINHO;35
5003157;MS;CORONEL SAPUCAIA;45
5003256;MS;COSTA RICA;70
5003306;MS;COXIM;60
5003454;MS;DEODÁPOLIS;30
5003488;MS;DOIS IRMÃOS DO BURITI;90
5003504;MS;DOURADINA;30
5003702;MS;DOURADOS;30
5003751;MS;ELDORADO;45
5003801;MS;FÁTIMA DO SUL;30
5003900;MS;FIGUEIRÃO;70
5004007;MS;GLÓRIA DE DOURADOS;35
5004106;MS;GUIA LOPES DA LAGUNA;50
5004304;MS;IGUATEMI;45
5004403;MS;INOCÊNCIA;40
5004502;MS;ITAPORÃ;30
5004601;MS;ITAQUIRAÍ;45
5004700;MS;IVINHEMA;30
5004809;MS;JAPORÃ;45
5004908;MS;JARAGUARI;35
5005004;MS;JARDIM;50
5005103;MS;JATEÍ;45
5005152;MS;JUTI;40
5005251;MS;LAGUNA CARAPÃ;35
5005400;MS;MARACAJU;40
5005608;MS;MIRANDA;90
5005681;MS;MUNDO NOVO;45
5005707;MS;NAVIRAÍ;45
5005806;MS;NIOAQUE;50
5006002;MS;NOVA ALVORADA DO SUL;30
5006200;MS;NOVA ANDRADINA;40
5006259;MS;NOVO HORIZONTE DO SUL;30
5006275;MS;PARAÍSO DAS ÁGUAS;40
5006309;MS;PARANAÍBA;40
5006358;MS;PARANHOS;45
5006408;MS;PEDRO GOMES;60
5006606;MS;PONTA PORÃ;35
5006903;MS;PORTO MURTINHO;80
5007109;MS;RIBAS DO RIO PARDO;35
5007208;MS;RIO BRILHANTE;30
5007307;MS;RIO NEGRO;40
5007406;MS;RIO VERDE DE MATO GROSSO;60
5007505;MS;ROCHEDO;35
5007554;MS;SANTA RITA DO PARDO;35
5007695;MS;SÃO GABRIEL DO OESTE;70
5007703;MS;SETE QUEDAS;45
5007802;MS;SELVÍRIA;35
5007901;MS;SIDROLÂNDIA;30
5007935;MS;SONORA;60
5007950;MS;TACURU;45
5007976;MS;TAQUARUSSU;40
5008008;MS;TERENOS;30
5008305;MS;TRÊS LAGOAS;35
5008404;MS;VICENTINA;30
5100102;MT;ACORIZAL;80
5100201;MT;ÁGUA BOA;80
5100300;MT;ALTO ARAGUAIA;60
5100359;MT;ALTO BOA VISTA;80
5100409;MT;ALTO GARÇAS;60
5100508;MT;ALTO PARAGUAI;80
5100607;MT;ALTO TAQUARI;60
5101001;MT;ARAGUAIANA;80
5101209;MT;ARAGUAINHA;60
5101258;MT;ARAPUTANGA;80
5101308;MT;ARENÁPOLIS;80
5101605;MT;BARÃO DE MELGAÇO;80
5101704;MT;BARRA DO BUGRES;80
5101803;MT;BARRA DO GARÇAS;80
5101852;MT;BOM JESUS DO ARAGUAIA;80
5102504;MT;CÁCERES;80
5102603;MT;CAMPINÁPOLIS;80
5102678;MT;CAMPO VERDE;60
5102694;MT;CANABRAVA DO NORTE;80
5102702;MT;CANARANA;80
5103007;MT;CHAPADA DOS GUIMARÃES;90
5103106;MT;COCALINHO;80
5103205;MT;COLÍDER;90
5103353;MT;CONFRESA;80
5103403;MT;CUIABÁ;30
5103437;MT;CURVELÂNDIA;80
5103452;MT;DENISE;80
5103601;MT;DOM AQUINO;60
5103700;MT;FELIZ NATAL;90
5103809;MT;FIGUEIRÓPOLIS D'OESTE;80
5103858;MT;GAÚCHA DO NORTE;90
5103908;MT;GENERAL CARNEIRO;60
5103957;MT;GLÓRIA D'OESTE;80
5104104;MT;GUARANTÃ DO NORTE;90
5104203;MT;GUIRATINGA;60
5104500;MT;INDIAVAÍ;80
5104609;MT;ITIQUIRA;60
5104807;MT;JACIARA;60
5104906;MT;JANGADA;80
5105002;MT;JAURU;80
5105200;MT;JUSCIMEIRA;60
5105234;MT;LAMBARI D'OESTE;80
5105309;MT;LUCIARA;80
5105580;MT;MARCELÂNDIA;90
5105606;MT;MATUPÁ;90
5105622;MT;MIRASSOL D'OESTE;80
5105903;MT;NOBRES;90
5106000;MT;NORTELÂNDIA;80
5106109;MT;NOSSA SENHORA DO LIVRAMENTO;80
5106174;MT;NOVA NAZARÉ;80
5106208;MT;NOVA BRASILÂNDIA;90
5106232;MT;NOVA OLÍMPIA;80
5106240;MT;NOVA UBIRATÃ;90
5106257;MT;NOVA XAVANTINA;80
5106265;MT;NOVO MUNDO;90
5106281;MT;NOVO SÃO JOAQUIM;80
5106307;MT;PARANATINGA;90
5106315;MT;NOVO SANTO ANTÔNIO;80
5106372;MT;PEDRA PRETA;60
5106422;MT;PEIXOTO DE AZEVEDO;90
5106455;MT;PLANALTO DA SERRA;90
5106505;MT;POCONÉ;80
5106653;MT;PONTAL DO ARAGUAIA;60
5106703;MT;PONTE BRANCA;60
5106778;MT;PORTO ALEGRE DO NORTE;80
5106828;MT;PORTO ESPERIDIÃO;80
5106851;MT;PORTO ESTRELA;80
5107008;MT;POXORÉO;60
5107040;MT;PRIMAVERA DO LESTE;60
5107065;MT;QUERÊNCIA;80
5107107;MT;SÃO JOSÉ DOS QUATRO MARCOS;80
5107156;MT;RESERVA DO CABAÇAL;80
5107180;MT;RIBEIRÃO CASCALHEIRA;80
5107198;MT;RIBEIRÃOZINHO;60
5107206;MT;RIO BRANCO;80
5107248;MT;SANTA CARMEM;90
5107263;MT;SANTO AFONSO;80
5107297;MT;SÃO JOSÉ DO POVO;60
5107354;MT;SÃO JOSÉ DO XINGU;80
5107404;MT;SÃO PEDRO DA CIPA;60
5107602;MT;RONDONÓPOLIS;60
5107701;MT;ROSÁRIO OESTE;80
5107743;MT;SANTA CRUZ DO XINGU;80
5107750;MT;SALTO DO CÉU;80
5107776;MT;SANTA TEREZINHA;80
5107792;MT;SANTO ANTÔNIO DO LESTE;80
5107800;MT;SANTO ANTÔNIO DO LEVERGER;70
5107859;MT;SÃO FÉLIX DO ARAGUAIA;80
5107883;MT;SERRA NOVA DOURADA;80
5107909;MT;SINOP;90
5107925;MT;SORRISO;90
5107958;MT;TANGARÁ DA SERRA;80
5108055;MT;TERRA NOVA DO NORTE;90
5108105;MT;TESOURO;60
5108204;MT;TORIXORÉU;60
5108402;MT;VÁRZEA GRANDE;70
5108501;MT;VERA;90
5108600;MT;VILA RICA;80
5108808;MT;NOVA GUARITA;90
5108857;MT;NOVA MARILÂNDIA;80
5200050;GO;ABADIA DE GOIÁS;24
5200100;GO;ABADIÂNIA;40
5200134;GO;ACREÚNA;30
5200159;GO;ADELÂNDIA;22
5200175;GO;ÁGUA FRIA DE GOIÁS;35
5200209;GO;ÁGUA LIMPA;45
5200258;GO;ÁGUAS LINDAS DE GOIÁS;40
5200308;GO;ALEXÂNIA;30
5200506;GO;ALOÂNDIA;35
5200555;GO;ALTO HORIZONTE;60
5200605;GO;ALTO PARAÍSO DE GOIÁS;70
5200803;GO;ALVORADA DO NORTE;70
5200829;GO;AMARALINA;60
5200852;GO;AMERICANO DO BRASIL;22
5200902;GO;AMORINÓPOLIS;20
5201108;GO;ANÁPOLIS;16
5201207;GO;ANHANGUERA;45
5201306;GO;ANICUNS;22
5201405;GO;APARECIDA DE GOIÂNIA;22
5201454;GO;APARECIDA DO RIO DOCE;40
5201504;GO;APORÉ;40
5201603;GO;ARAÇU;22
5201702;GO;ARAGARÇAS;45
5201801;GO;ARAGOIÂNIA;24
5202155;GO;ARAGUAPAZ;45
5202353;GO;ARENÓPOLIS;50
5202502;GO;ARUANÃ;50
5202601;GO;AURILÂNDIA;28
5202809;GO;AVELINÓPOLIS;20
5203104;GO;BALIZA;45
5203203;GO;BARRO ALTO;30
5203302;GO;BELA VISTA DE GOIÁS;35
5203401;GO;BOM JARDIM DE GOIÁS;45
5203500;GO;BOM JESUS DE GOIÁS;22
5203559;GO;BONFINÓPOLIS;16
5203575;GO;BONÓPOLIS;60
5203609;GO;BRAZABRANTES;20
5203807;GO;BRITÂNIA;50
5203906;GO;BURITI ALEGRE;40
5203939;GO;BURITI DE GOIÁS;22
5203962;GO;BURITINÓPOLIS;70
5204003;GO;CABECEIRAS;45
5204102;GO;CACHOEIRA ALTA;24
5204201;GO;CACHOEIRA DE GOIÁS;30
5204250;GO;CACHOEIRA DOURADA;24
5204300;GO;CAÇU;35
5204409;GO;CAIAPÔNIA;60
5204508;GO;CALDAS NOVAS;45
5204557;GO;CALDAZINHA;35
5204607;GO;CAMPESTRE DE GOIÁS;20
5204656;GO;CAMPINAÇU;50
5204706;GO;CAMPINORTE;60
5204805;GO;CAMPO ALEGRE DE GOIÁS;28
5204854;GO;CAMPO LIMPO DE GOIÁS;16
5204904;GO;CAMPOS BELOS;80
5204953;GO;CAMPOS VERDES;50
5205000;GO;CARMO DO RIO VERDE;20
5205059;GO;CASTELÂNDIA;30
5205109;GO;CATALÃO;40
5205208;GO;CATURAÍ;20
5205307;GO;CAVALCANTE;70
5205406;GO;CERES;20
5205455;GO;CEZARINA;22
5205471;GO;CHAPADÃO DO CÉU;40
5205497;GO;CIDADE OCIDENTAL;40
5205513;GO;COCALZINHO DE GOIÁS;35
5205521;GO;COLINAS DO SUL;70
5205703;GO;CÓRREGO DO OURO;26
5205802;GO;CORUMBÁ DE GOIÁS;35
5205901;GO;CORUMBAÍBA;45
5206206;GO;CRISTALINA;40
5206305;GO;CRISTIANÓPOLIS;35
5206404;GO;CRIXÁS;60
5206503;GO;CROMÍNIA;35
5206602;GO;CUMARI;45
5206701;GO;DAMIANÓPOLIS;70
5206800;GO;DAMOLÂNDIA;30
5206909;GO;DAVINÓPOLIS;30
5207105;GO;DIORAMA;50
5207253;GO;DOVERLÂNDIA;60
5207352;GO;EDEALINA;30
5207402;GO;EDÉIA;30
5207501;GO;ESTRELA DO NORTE;50
5207535;GO;FAINA;45
5207600;GO;FAZENDA NOVA;30
5207808;GO;FIRMINÓPOLIS;30
5207907;GO;FLORES DE GOIÁS;70
5208004;GO;FORMOSA;40
5208103;GO;FORMOSO;50
5208152;GO;GAMELEIRA DE GOIÁS;30
5208301;GO;DIVINÓPOLIS DE GOIÁS;70
5208400;GO;GOIANÁPOLIS;20
5208509;GO;GOIANDIRA;35
5208608;GO;GOIANÉSIA;20
5208707;GO;GOIÂNIA;7
5208806;GO;GOIANIRA;20
5208905;GO;GOIÁS;45
5209101;GO;GOIATUBA;30
5209150;GO;GOUVELÂNDIA;30
5209200;GO;GUAPÓ;22
5209291;GO;GUARAÍTA;20
5209408;GO;GUARANI DE GOIÁS;70
5209457;GO;GUARINOS;50
5209606;GO;HEITORAÍ;20
5209705;GO;HIDROLÂNDIA;35
5209804;GO;HIDROLINA;35
5209903;GO;IACIARA;70
5209937;GO;INACIOLÂNDIA;24
5209952;GO;INDIARA;30
5210000;GO;INHUMAS;24
5210109;GO;IPAMERI;40
5210158;GO;IPIRANGA DE GOIÁS;20
5210208;GO;IPORÁ;30
5210307;GO;ISRAELÂNDIA;30
5210406;GO;ITABERAÍ;20
5210562;GO;ITAGUARI;20
5210604;GO;ITAGUARU;20
5210802;GO;ITAJÁ;30
5210901;GO;ITAPACI;30
5211008;GO;ITAPIRAPUÃ;45
5211206;GO;ITAPURANGA;20
5211305;GO;ITARUMÃ;35
5211404;GO;ITAUÇU;26
5211503;GO;ITUMBIARA;24
5211602;GO;IVOLÂNDIA;30
5211701;GO;JANDAIA;30
5211800;GO;JARAGUÁ;20
5211909;GO;JATAÍ;40
5212006;GO;JAUPACI;22
5212055;GO;JESÚPOLIS;20
5212105;GO;JOVIÂNIA;26
5212204;GO;JUSSARA;45
5212253;GO;LAGOA SANTA;30
5212303;GO;LEOPOLDO DE BULHÕES;16
5212501;GO;LUZIÂNIA;40
5212600;GO;MAIRIPOTABA;35
5212709;GO;MAMBAÍ;70
5212808;GO;MARA ROSA;60
5212907;GO;MARZAGÃO;45
5212956;GO;MATRINCHÃ;50
5213004;GO;MAURILÂNDIA;22
5213053;GO;MIMOSO DE GOIÁS;40
5213087;GO;MINAÇU;50
5213103;GO;MINEIROS;60
5213400;GO;MOIPORÁ;30
5213509;GO;MONTE ALEGRE DE GOIÁS;80
5213707;GO;MONTES CLAROS DE GOIÁS;45
5213756;GO;MONTIVIDIU;30
5213772;GO;MONTIVIDIU DO NORTE;50
5213806;GO;MORRINHOS;40
5213855;GO;MORRO AGUDO DE GOIÁS;30
5213905;GO;MOSSÂMEDES;22
5214002;GO;MOZARLÂNDIA;50
5214051;GO;MUNDO NOVO;60
5214101;GO;MUTUNÓPOLIS;55
5214408;GO;NAZÁRIO;22
5214507;GO;NERÓPOLIS;20
5214606;GO;NIQUELÂNDIA;60
5214705;GO;NOVA AMÉRICA;30
5214804;GO;NOVA AURORA;45
5214838;GO;NOVA CRIXÁS;60
5214861;GO;NOVA GLÓRIA;20
5214879;GO;NOVA IGUAÇÚ DE GOIÁS;60
5214903;GO;NOVA ROMA;70
5215009;GO;NOVA VENEZA;22
5215207;GO;NOVO BRASIL;20
5215231;GO;NOVO GAMA;40
5215256;GO;NOVO PLANALTO;70
5215306;GO;ORIZONA;35
5215405;GO;OURO VERDE DE GOIÁS;20
5215504;GO;OUVIDOR;40
5215603;GO;PADRE BERNARDO;40
5215652;GO;PALESTINA DE GOIÁS;60
5215702;GO;PALMEIRAS DE GOIÁS;22
5215801;GO;PALMELO;30
5215900;GO;PALMINÓPOLIS;30
5216007;GO;PANAMÁ;20
5216304;GO;PARANAIGUARA;30
5216403;GO;PARAÚNA;30
5216452;GO;PEROLÂNDIA;40
5216809;GO;PETROLINA DE GOIÁS;26
5216908;GO;PILAR DE GOIÁS;50
5217104;GO;PIRACANJUBA;30
5217203;GO;PIRANHAS;50
5217302;GO;PIRENÓPOLIS;35
5217401;GO;PIRES DO RIO;35
5217609;GO;PLANALTINA;35
5217708;GO;PONTALINA;35
5218003;GO;PORANGATU;60
5218052;GO;PORTEIRÃO;30
5218102;GO;PORTELÂNDIA;60
5218300;GO;POSSE;70
5218391;GO;PROFESSOR JAMIL;30
5218508;GO;QUIRINÓPOLIS;30
5218607;GO;RIALMA;20
5218706;GO;RIANÁPOLIS;20
5218789;GO;RIO QUENTE;45
5218805;GO;RIO VERDE;30
5218904;GO;RUBIATABA;30
5219001;GO;SANCLERLÂNDIA;26
5219100;GO;SANTA BÁRBARA DE GOIÁS;22
5219209;GO;SANTA CRUZ DE GOIÁS;35
5219258;GO;SANTA FÉ DE GOIÁS;45
5219308;GO;SANTA HELENA DE GOIÁS;20
5219357;GO;SANTA ISABEL;20
5219407;GO;SANTA RITA DO ARAGUAIA;60
5219456;GO;SANTA RITA DO NOVO DESTINO;30
5219506;GO;SANTA ROSA DE GOIÁS;20
5219605;GO;SANTA TEREZA DE GOIÁS;50
5219704;GO;SANTA TEREZINHA DE GOIÁS;50
5219712;GO;SANTO ANTÔNIO DA BARRA;30
5219738;GO;SANTO ANTÔNIO DE GOIÁS;20
5219753;GO;SANTO ANTÔNIO DO DESCOBERTO;40
5219803;GO;SÃO DOMINGOS;70
5219902;GO;SÃO FRANCISCO DE GOIÁS;20
5220009;GO;SÃO JOÃO D'ALIANÇA;70
5220058;GO;SÃO JOÃO DA PARAÚNA;30
5220108;GO;SÃO LUÍS DE MONTES BELOS;30
5220157;GO;SÃO LUÍZ DO NORTE;30
5220207;GO;SÃO MIGUEL DO ARAGUAIA;70
5220264;GO;SÃO MIGUEL DO PASSA QUATRO;30
5220280;GO;SÃO PATRÍCIO;20
5220405;GO;SÃO SIMÃO;35
5220454;GO;SENADOR CANEDO;7
5220504;GO;SERRANÓPOLIS;40
5220603;GO;SILVÂNIA;30
5220686;GO;SIMOLÂNDIA;70
5220702;GO;SÍTIO D'ABADIA;70
5221007;GO;TAQUARAL DE GOIÁS;20
5221080;GO;TERESINA DE GOIÁS;70
5221197;GO;TEREZÓPOLIS DE GOIÁS;20
5221304;GO;TRÊS RANCHOS;40
5221403;GO;TRINDADE;20
5221452;GO;TROMBAS;50
5221502;GO;TURVÂNIA;22
5221551;GO;TURVELÂNDIA;30
5221577;GO;UIRAPURU;60
5221601;GO;URUAÇU;50
5221700;GO;URUANA;20
5221809;GO;URUTAÍ;30
5221858;GO;VALPARAÍSO DE GOIÁS;40
5221908;GO;VARJÃO;35
5222005;GO;VIANÓPOLIS;40
5222054;GO;VICENTINÓPOLIS;35
5222203;GO;VILA BOA;40
5222302;GO;VILA PROPÍCIO;35
5300108;DF;BRASÍLIA;5
